question_id,answer_id,review_priority,candidate_type,teacher_score,reference_score_key,reference_score,teacher_minus_reference,absolute_difference,candidate_threshold,centered_residual,outlier_threshold,candidate_reasons,question_median_residual,question_systematic_bias,max_score,model_avg_score,selected_baseline_score,three_way_core_score,final_calibrated_score,route,std_dev,extraction_quality,U_E,U_S,U_R,confounds,human_decision,corrected_score,review_note,raw_text,student_image
CO_5,ANS_CO_294,P1,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,"(1)地址码为6位
2^6=64
64-12×2=40
2^10-12-1=611
4×611=40440
∴最多有40440条.

(2)
1212=6
64-2=62
254-62=192",data/csbench/student_images/CO_5/ANS_CO_294.jpg
CO_5,ANS_CO_295,P1,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,"(1) 16-6=10
12×2² + 6×2^0+ 2a = 2^10  b=22时
αmax = 482  最多有482条
(2) 254×2¹ + 12×2² + b×2^0 = 2^10
b = 722  ∴零地址条数最多有722条",data/csbench/student_images/CO_5/ANS_CO_295.jpg
CO_5,ANS_CO_299,P1,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,"(1) 
如图所示
令一地址指令有x条  
则 X+24=6k
2X+37=16k
∴一地址指令最多有7条
(2) 零地址最多有9条",data/csbench/student_images/CO_5/ANS_CO_299.jpg
CO_5,ANS_CO_304,P1,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,"(1)16-10=10
2^10=1024(种)
1024-12-1=1011
即最多1011条
2) 1024-12-254=758(条)
即最多758条",data/csbench/student_images/CO_5/ANS_CO_304.jpg
CO_5,ANS_CO_307,P1,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.8,0.8,0.0,0.0,BND,0.5401,high,0.166667,0.416667,0.333333,,,,,"解.
(1)若二地址指令有12条. 当只有一条零地址时此时一地址指令是最多的.
可知地址码有6位.即最多有2^6=64条指令.则一地址指令最多有 51条.
(2)若二地址指令有12条. 一地址指令有254条. 一共有266条. 零地址指令
最多有246条.",data/csbench/student_images/CO_5/ANS_CO_307.jpg
CO_5,ANS_CO_337,P1,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,"解：(1)由于地址码有6位，一共有2⁶=64条指令格式
    对操作码：16-6=10位
    12=2³＋4 条,5位
    零地址：1条,二地址：12条
    则一地址指令最多有 16+6-5-1=16位
        其中操作码占10位,则有2⁶=64条
(2)二地址：12=2³＋4条
    一地址：254=2⁸-2 条
    16+6-4-8=10位
    此时操作码占4位
    零地址最多有2⁶=64条",data/csbench/student_images/CO_5/ANS_CO_337.png
CO_5,ANS_CO_339,P1,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,"解：(1)扩展编码长为4-6-6
由题可知：一地址最多有[(2⁴ - 1)×2⁶ - 1]×2⁶ =959
(2)设零地址指令最多有x条。
由题可知：[(2⁴ - x)×2⁶ - 12]×2⁶ ≥ 254
    即：(2⁴ - x)×2⁶ - 12 ≥ 4
    即 (2⁴ - x)×2⁶ ≥ 16
    ∴ 2⁴ - x ≥ 1
    ∴ x = 2⁴ - 1 = 15条。",data/csbench/student_images/CO_5/ANS_CO_339.png
CO_5,ANS_CO_268,P1,possible_teacher_over_score,8.0,three_way_core_score,0.4,7.6,7.6,3.75,6.8,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.4,0.4,0.4,0.4,POS,0.5893,high,0.0,0.416667,0.111111,,,,,"解：1) 1b bit = 2Byte
设一地址指令有m条，零地址指令n条，n≥1
2^6 -12 = 52条
52×2^6 -m = 3328 -m 条
(3328 -m)×2^6 - n =
(2) 2^6 -12 = 52条
52×2^6 - 254 = 3074条",data/csbench/student_images/CO_5/ANS_CO_268.jpg
CO_5,ANS_CO_319,P1,possible_teacher_over_score,8.0,three_way_core_score,0.4,7.6,7.6,3.75,6.8,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.4,0.4,0.4,0.4,POS,0.5893,high,0.0,0.416667,0.111111,,,,,"(1) 由题意可知编码格式为4-6-6
(2⁴-1)×2⁶⁻⁴=960
二地址有12条，至少需留一位
故一地址指令最多有959条
(2) ((2⁴-X)×2¹⁰⁻⁴)-254 > 1
16-X≥4
X最大为12
故零地址指令最多12条",data/csbench/student_images/CO_5/ANS_CO_319.png
CO_5,ANS_CO_291,P1,possible_teacher_over_score,10.0,three_way_core_score,2.8,7.2,7.2,3.75,6.4,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,2.8,2.8,2.8,2.8,POS,0.4714,high,0.0,0.333333,0.111111,,,,,"(1)2⁴-12=4
(4-1)×2⁶=768
∴一地址指令最多有768条

(2)2⁴-12=4
2⁸-254=2
2×2（6+1）=>256
∴零地址指令最多有256条",data/csbench/student_images/CO_5/ANS_CO_291.jpg
CO_5,ANS_CO_317,P1,possible_teacher_over_score,8.0,three_way_core_score,0.8,7.2,7.2,3.75,6.4,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.8,0.8,0.8,0.8,BND,1.1785,high,0.083333,0.833333,0.180556,,,,,"1) 地址码6位
2^6 - 1 = 64 - 1 = 63
63 - 12 - 1 = 50条
一地址最多50条

2) 2^9 - 1 - 12 - 254 = 245条
零地址最多245条",data/csbench/student_images/CO_5/ANS_CO_317.png
CO_5,ANS_CO_313,P1,possible_teacher_over_score,8.0,three_way_core_score,1.2,6.8,6.8,3.75,6.0,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,1.2,1.2,1.2,1.2,BND,1.0206,high,0.166667,0.833333,0.277778,,,,,"(1) ∵L=(2ᵐ -N)×2ⁿ⁻ᵐ -N
操作码有16-6=10位,地址码6位
一地址最多有
(2) ∵L=(2ᵐ -N)×2ⁿ⁻ᵐ -N
操作码有10位,地址码6位
零地址最多有",data/csbench/student_images/CO_5/ANS_CO_313.png
CO_5,ANS_CO_274,P1,possible_teacher_over_score,8.0,three_way_core_score,2.1,5.9,5.9,3.75,5.1,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,2.1,2.1,2.1,2.1,BND,1.1785,high,0.0,0.833333,0.138889,,,,,"解：
（1）二地址：
如图所示
当至少存在一条有零地址指测一地址：
如图所示
∴一地址指令最多有4098条
（2）
如图所示
零地址最多有16条.",data/csbench/student_images/CO_5/ANS_CO_274.jpg
CO_5,ANS_CO_348,P1,possible_teacher_over_score,8.0,three_way_core_score,2.9,5.1,5.1,3.75,4.3,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,2.9,2.9,2.9,2.9,BND,1.1785,high,0.0,0.833333,0.111111,,,,,"(1) 4 6 6
∴[(2⁴×2⁶)-12]×2⁶
∴一地址指令最多有(2⁴×2⁶ -12)×2⁶ -1 条,
=64767条
(2)
零地址指令数最多为[(2⁴×2⁶ -12)×2⁶ -254]×2⁶条,",data/csbench/student_images/CO_5/ANS_CO_348.png
CO_5,ANS_CO_263,P1,possible_teacher_under_score,8.0,three_way_core_score,12.9,-4.9,4.9,3.75,-5.7,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,12.9,12.9,12.9,12.9,POS,0.5893,high,0.0,0.416667,0.111111,,,,,"设一地址指令最多有a条 
解:(1) 4×2⁶−a=1
       a=2^8-1 
(2) (2⁸−254)·2⁶=2^7",data/csbench/student_images/CO_5/ANS_CO_263.jpg
CO_5,ANS_CO_320,P1,possible_teacher_over_score,10.0,three_way_core_score,5.8,4.2,4.2,3.75,3.4,3.75,absolute_disagreement,0.8,False,15.0,5.8,5.8,5.8,5.8,BND,0.5893,high,0.166667,0.416667,0.222222,,,,,"(1) 二地址指令有12条
2^n -1=12
2^n=13
一地址指令最多[(2^n -1)×2^n ]-1=12×13 -1=156条
(2) 128条",data/csbench/student_images/CO_5/ANS_CO_320.png
CO_5,ANS_CO_279,P2,possible_teacher_over_score,15.0,three_way_core_score,4.83,10.17,10.17,3.75,9.37,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,6.7,6.7,4.83,4.83,BND,2.357,high,0.0,1.0,0.277778,a3wa_changed_score_materially|unstable_model_judgements,,,,"解：
（1） 地址量：(2⁴ - 12) × 2⁶ - 1 =225条
（2）：零地址量各有：((2⁴ - 12)×2⁶ - 254)×2⁶ = 2⁷ = 128条",data/csbench/student_images/CO_5/ANS_CO_279.jpg
CO_5,ANS_CO_311,P2,possible_teacher_over_score,10.0,three_way_core_score,0.0,10.0,10.0,3.75,9.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,2.9,2.9,0.0,0.0,BND,2.1246,high,0.0,1.0,0.166667,a3wa_changed_score_materially|unstable_model_judgements,,,,"解: 指令长16位,地址码为6位,则操作码为16-6=10位。
(1)二地址有12条,2^4>12,∴二地址需要4位操作码除2位地址码=6位
零地址至少有一条,2^1>1,∴零地址指令需1位操作码+0位地址码=1位
∴一地址指令操作码位数=16-6-1=9位
∴一地址指令最多有2^9-1=2^8=256条
(4)2^4>12;4+2=6位.
2^8>252,8+1=9位  16-9-6=1
零地址需要0位地址码.
∴零地址指令最多有2^(1-0)=2条.
",data/csbench/student_images/CO_5/ANS_CO_311.jpg
CO_5,ANS_CO_323,P2,possible_teacher_over_score,15.0,three_way_core_score,5.62,9.38,9.38,3.75,8.58,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,7.5,7.5,5.62,5.62,BND,2.0412,high,0.0,1.0,0.166667,a3wa_changed_score_materially|unstable_model_judgements,,,,"解：∵地址译码为6位，∴操作码为4位，
(1)一地址指令需留出6位地址位，设有n条
∴((16-12)×2⁶ -n)×2⁶=2⁶ ∴n=256条
(2) 二地址12条，一地址254条
((16-12)×2⁶ -254)×2⁶=128条",data/csbench/student_images/CO_5/ANS_CO_323.png
CO_5,ANS_CO_321,P2,possible_teacher_over_score,15.0,three_way_core_score,6.2,8.8,8.8,3.75,8.0,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,9.2,9.2,6.2,6.2,BND,3.118,high,0.0,1.0,0.333333,a3wa_changed_score_materially|unstable_model_judgements,,,,"(1)(2²-12)×2⁶ -1=255
(2)[(4-12)×2⁶ -254]×2⁶=128",data/csbench/student_images/CO_5/ANS_CO_321.png
CO_5,ANS_CO_260,P2,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.0,0.0,0.0,0.0,BND,0.0,high,0.333333,0.0,0.444444,rubric_mapping_risk,,,,"①12→二地址后缀有4位，操作码有16-6=10位。
连地址：0000000
 一地址：000001 一地址最多2⁶-2=62条 
                  111110 
二地址：111111 0000 
                 111111 1011 

②",data/csbench/student_images/CO_5/ANS_CO_260.jpg
CO_5,ANS_CO_287,P2,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.0,0.0,0.0,0.0,BND,0.0,low,0.333333,0.0,0.333333,extraction_risk,,,,"解：
(1) ∵二地址指令有12条，且至少有一条零地址指令，
    地址码为6位
    ∴一地址指令最多有71条
(2) ∵二地址有12条，一地址指令有254条，地址码为6位
    ∴零地址指令最多有6条。",data/csbench/student_images/CO_5/ANS_CO_287.jpg
CO_5,ANS_CO_301,P2,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,1.2,1.2,0.0,0.0,BND,1.7678,high,0.0,1.0,0.166667,unstable_model_judgements,,,,"(1) 二地址指令全占 12×6=72
零地址指令占 0×1=0
一地址指令 6×16-72=24
24÷6=4
(2) 12×6=72
254×6=1524",data/csbench/student_images/CO_5/ANS_CO_301.jpg
CO_5,ANS_CO_315,P2,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.0,0.0,0.0,0.0,BND,0.0,low,0.333333,0.0,0.333333,extraction_risk,,,,"二地址有12条. 
至少有一条零地址指令
一地止业最多有条499条
12. 零地址指令最多245条",data/csbench/student_images/CO_5/ANS_CO_315.png
CO_5,ANS_CO_338,P2,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,2.2,2.2,0.0,0.0,BND,2.095,high,0.0,1.0,0.222222,a3wa_changed_score_materially|unstable_model_judgements,,,,"解:
如图所示
若要一地址指令最多，则零地址仅有1条指令。
设一地址指令有x条，则
(2⁴−12)*(2⁶−x)*2⁶ =1
x=2^9−2^10 =192条.
(2) Lmax=(2⁴−12)×(2⁸−254)x2⁶
=512条.
∴零地址最多有512条.",data/csbench/student_images/CO_5/ANS_CO_338.png
CO_5,ANS_CO_349,P2,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.0,0.0,0.0,0.0,BND,0.0,low,0.333333,0.0,0.333333,extraction_risk,,,,"解: 
(1) 3位操作码,1位间址码.
一地址指令至少有256位
(2) 零位地 地址指令至少有1024位",data/csbench/student_images/CO_5/ANS_CO_349.png
CO_5,ANS_CO_373,P2,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.0,0.0,0.0,0.0,BND,0.0,low,0.333333,0.0,0.333333,extraction_risk,,,,"① 一 地址指令最效有 63条
② 地址令最效有 256 条.",data/csbench/student_images/CO_5/ANS_CO_373.png
CO_5,ANS_CO_375,P2,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,3.75,7.2,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,0.0,0.0,0.0,0.0,BND,0.0,low,0.333333,0.0,0.333333,extraction_risk,,,,"(1)一地址指令最多有192条
(2)零地址指令最多有120条",data/csbench/student_images/CO_5/ANS_CO_375.png
CO_5,ANS_CO_327,P2,possible_teacher_over_score,8.0,three_way_core_score,0.12,7.88,7.88,3.75,7.08,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,2.0,2.0,0.12,0.12,BND,2.8284,high,0.0,1.0,0.222222,a3wa_changed_score_materially|unstable_model_judgements,,,,"(1)如图所示
一地址 10位  6位
二地址 4位 6位 6位
0地址 ______ 条
至少有一条零地址
则一地址最多为
(16-12)×(2⁶-1)
= 252条

(2)
二地址 12.
一地址 254
0 ↑
254=4×(2⁶-2)
则零地址最多
((6-12)×2×2⁶
= 512",data/csbench/student_images/CO_5/ANS_CO_327.png
CO_5,ANS_CO_286,P2,possible_teacher_over_score,15.0,three_way_core_score,7.8,7.2,7.2,3.75,6.4,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,10.8,10.8,7.8,7.8,BND,2.357,high,0.0,1.0,0.305556,a3wa_changed_score_materially|unstable_model_judgements,,,,"解：
如图所示
(1) 如图所示
所以有255条-地址，因为要留出一位给零地址作前缀
(2) 如图所示
2^7=128条
∴零地址最多有128条",data/csbench/student_images/CO_5/ANS_CO_286.jpg
CO_5,ANS_CO_353,P2,possible_teacher_over_score,12.0,three_way_core_score,5.62,6.38,6.38,3.75,5.58,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,7.5,7.5,5.62,5.62,BND,2.0412,high,0.0,1.0,0.277778,a3wa_changed_score_materially|unstable_model_judgements,,,,"由题意得多种格式的指令如下:
如图所示
可得零地址、一地址、二地址情况下操作码的码长为16-10-4.设对应的码数为L/M/N.
(1) 二地址指令有12条,零地址指令有一条.
则当零地址指令有一条时,一地址指令最多
此时为 4×2^(10-4)-2 =254条.
(2)分析可得
Lmax=((2^4-12)×2^(10-4) -254)×2^(16-10)
=2×2^6[
=128条.",data/csbench/student_images/CO_5/ANS_CO_353.png
CO_5,ANS_CO_261,P2,possible_teacher_over_score,8.0,three_way_core_score,1.7,6.3,6.3,3.75,5.5,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,1.7,1.7,1.7,1.7,BND,0.5893,high,0.333333,0.416667,0.416667,rubric_mapping_risk,,,,"1) 地址码为6位，共可表示2⁶=64个块地址。
二地址12条。
一地址最多51条
2）",data/csbench/student_images/CO_5/ANS_CO_261.jpg
CO_5,ANS_CO_372,P2,possible_teacher_over_score,8.0,three_way_core_score,2.1,5.9,5.9,3.75,5.1,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,2.1,2.1,2.1,2.1,NEG,0.5893,low,0.833333,0.416667,0.888889,extraction_risk|rubric_mapping_risk,,,,"(1)指令格式分析
指令总长度：16位
地址码长度：6位（固定）
操作码采用扩展编码方式
指令类型：零地址，一地址，二地址。
(2)二地址指令
2×6=12位
16-12=4位
12条（log12）=4位
所以 16-12=4个编码未使用",data/csbench/student_images/CO_5/ANS_CO_372.png
CO_5,ANS_CO_316,P2,possible_teacher_over_score,15.0,three_way_core_score,9.5,5.5,5.5,3.75,4.7,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,12.5,12.5,9.5,9.5,BND,2.0412,high,0.0,1.0,0.222222,a3wa_changed_score_materially|unstable_model_judgements,,,,"(1)设有n条: [(2⁴-12)·2⁶ - n]·2⁶ ≥1
得: n≤2⁸-2⁶条∴最多有255条.
(2)[(12⁴-12)·2⁶ - 254]·2⁶ = 128条.
最多有128条.",data/csbench/student_images/CO_5/ANS_CO_316.png
CO_5,ANS_CO_364,P2,possible_teacher_over_score,10.0,three_way_core_score,4.5,5.5,5.5,3.75,4.7,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,7.5,7.5,4.5,4.5,BND,2.0412,high,0.0,1.0,0.111111,a3wa_changed_score_materially|unstable_model_judgements,,,,"(1). 二地址码最多时，才能一地址指令最多。
二地址码十位操作码，有2⁴种，只用一种，剩下(2⁴-1)种作一地址指令前缀
一地址指令操作码有10位
一地址指令最多有：(2⁴-1)×(2⁶-1)= 945条
(2). ((16-12)×2⁶-254)×2⁶=128条.
故零地址指令最多有128条",data/csbench/student_images/CO_5/ANS_CO_364.png
CO_5,ANS_CO_345,P2,possible_teacher_over_score,10.0,three_way_core_score,4.69,5.31,5.31,3.75,4.51,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,7.5,7.5,4.69,4.69,BND,2.0412,high,0.0,1.0,0.222222,a3wa_changed_score_materially|unstable_model_judgements,,,,"解:(1)两地址操作码为4位，一地址为10位，零地址为16位 
一地址指令最多时
零地址指令最少
一地址指令最多为
(2⁴ -12)×(2⁶ -1)=252条

(2) 
[(2⁴ -12)×2⁶ -254]×2⁶=128条
零地址指令最多有128条嗯",data/csbench/student_images/CO_5/ANS_CO_345.png
CO_5,ANS_CO_288,P2,possible_teacher_over_score,15.0,three_way_core_score,9.8,5.2,5.2,3.75,4.4,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,12.8,12.8,9.8,9.8,BND,2.095,high,0.0,1.0,0.111111,a3wa_changed_score_materially|unstable_model_judgements,,,,"（1）二地址指令12条，操作码至少4位
结合指令结构，我们采取4-10-16扩展编码！
变二地址，变比上达前缀共有(2^4-12)×2^10-4=256条，
变址地址指令至少一条，占据一条前缀
故一地址指令最多有：(2^4+12)×2^10-4 -1 =255条。

（2）此时变地址指令的前缀数：
pre = (2^4+12)×2^16-4 -254 =2
最多条数= 2×10^2^16-10 =128条",data/csbench/student_images/CO_5/ANS_CO_288.jpg
CO_5,ANS_CO_269,P2,possible_teacher_over_score,12.0,three_way_core_score,7.1,4.9,4.9,3.75,4.1,3.75,absolute_disagreement|within_question_outlier,0.8,False,15.0,7.1,7.1,7.1,7.1,BND,2.1246,high,0.0,1.0,0.277778,unstable_model_judgements,,,,"解:(1).设一地址指令最多有a条.
则要把地址指令条数 = ((2^4 -12 )×2^6-a)×2^6≥1.
可得 a≤2^8.
所以一地址指令最多有 256条.

(2)
0，1，2地址如图所示
所以零指令最多有128条.",data/csbench/student_images/CO_5/ANS_CO_269.jpg
CO_5,ANS_CO_265,P2,possible_teacher_over_score,15.0,three_way_core_score,10.8,4.2,4.2,3.75,3.4,3.75,absolute_disagreement,0.8,False,15.0,10.8,10.8,10.8,10.8,BND,4.2492,high,0.0,1.0,0.222222,unstable_model_judgements,,,,"1) 没有n条地址指令。
由题意得
[(2^4- 12) × 2^6 - n] × 2^6 ≥ 1
解得 n ≤255
∴有 最多有255条。
2) 由题意得
[(2ⁿ - 12) × 2^6- 254] × 2¹⁶⁻¹ =2 × 2⁶ = 128
∴要地址指令的条数有128条。",data/csbench/student_images/CO_5/ANS_CO_265.jpg
CO_6,ANS_CO_425,P1,possible_teacher_over_score,18.0,three_way_core_score,9.0,9.0,9.0,5.0,7.0,5.0,absolute_disagreement|within_question_outlier,2.0,False,20.0,9.0,9.0,9.0,9.0,POS,0.8165,high,0.0,0.5,0.033333,,,,,"(1)四个互斥组
第1组:4位
第2组:4位
第3组:5位
第4组:3位.
共28位. 剩余180-12-8-16-4=140
剩余140个信号采取直接编程得140位
故. 控制字段是140+28=168位.
Bcf:8种条件转移即8位.
Baf:512=2^9 即9位
∴微指令总长度为168+8+9=185位.
(2)512*185=94720位
1个字节为8位
94720/8=11965个
有11965个字节",data/csbench/student_images/CO_6/ANS_CO_425.png
CO_6,ANS_CO_420,P1,possible_teacher_over_score,16.0,three_way_core_score,9.0,7.0,7.0,5.0,5.0,5.0,absolute_disagreement|within_question_outlier,2.0,False,20.0,9.0,9.0,9.0,9.0,POS,0.7071,high,0.0,0.375,0.05,,,,,"(1) 自M互斥信号的互斥组需要位数n=log₂m+1
∴⌈log₂13⌉=4，⌈log₂9⌉=4，⌈log₂17⌉=5，⌈log₂5⌉=3.
∴控制字段应数为4+4+5+3=16
∵支持最为8种条件转移 ∴BCF需要3位
∵控制储存器需要能够寻址512=2⁹条微指令 ∴BAF需要9位
∴每条微指令总长度为16+3+9=28位.
(2) 总容量为2⁹×28位
    =2^6×28字节.",data/csbench/student_images/CO_6/ANS_CO_420.png
CO_6,ANS_CO_387,P1,possible_teacher_over_score,10.0,three_way_core_score,4.0,6.0,6.0,5.0,4.0,5.0,absolute_disagreement,2.0,False,20.0,4.0,4.0,4.0,4.0,POS,0.0,high,0.0,0.0,0.066667,,,,,"(1)512=2^9
下址字段为9位
9-8=1
⌈log₂(12+1)⌉=4
⌈log₂(8+1)⌉=4
⌈log₂(6+1)⌉=5
⌈log₂(4+1)⌉=3
4+4+5+3=16
操作控制字段需要16位
BCF需要8位
BAF需要1位
总长度为25位

(2)25×2^9
=12800位
=1600字节",data/csbench/student_images/CO_6/ANS_CO_387.png
CO_6,ANS_CO_385,P1,possible_teacher_over_score,16.0,three_way_core_score,10.2,5.8,5.8,5.0,3.8,5.0,absolute_disagreement,2.0,False,20.0,10.2,10.2,10.2,10.2,POS,0.2357,high,0.0,0.125,0.15,,,,,"⌈log₂(12+1)⌉=4. ⌈log₂(8+1)⌉=4 ⌈log₂(16+1)⌉=5
⌈log₂(4+1)⌉=3.
∴控制字段需要 4+4+5+3=16位  (2¹⁶>180).
2³=8, ∴ BCF需要3位,  2⁹=512. ∴BAF需要9位.
每条微指令的总长度:16+3+9=28位
(2).控制存储器总容量 2⁹×28位 即 14kb = 1.75KB
答:总容量 14k 位, 1.75k字节.",data/csbench/student_images/CO_6/ANS_CO_385.png
CO_6,ANS_CO_424,P1,possible_teacher_over_score,16.0,three_way_core_score,10.3,5.7,5.7,5.0,3.7,5.0,absolute_disagreement,2.0,False,20.0,10.3,10.3,10.3,10.3,POS,0.4714,high,0.0,0.25,0.033333,,,,,"(1) 互斥组 所需位数
12 4
8 4
16 5
4 3
控制字段:4+4+5+3=16位
条件转移:2³个. 需要3位.
微指令:2⁹个条. 需要9位
综上:
控制字段:16位
BCF:3 位
BAF:9 位
每条微指令总长度:28.
(2).控制存储器地址空间:9.
容量:2⁹×28. = 14336
字节: 2⁹×28/2³ = 1792",data/csbench/student_images/CO_6/ANS_CO_424.png
CO_6,ANS_CO_396,P1,possible_teacher_over_score,20.0,three_way_core_score,15.0,5.0,5.0,5.0,3.0,5.0,absolute_disagreement,2.0,False,20.0,15.0,15.0,15.0,15.0,BND,0.8165,high,0.15,0.5,0.216667,,,,,"解: (1) C₁=[log₂(12+1)]=4  C₂=[log₂(8+1)]=4  C₃=[log₂(6+1)]=5  C₄=[log₂(4+1)]=3
控制字段1:180-12-8-16-4=140
控制字段2:4+4+5+3=16位
8=2³  512=2⁹  BCF=3, BAF=9
140+16+3+9=168
∴控制字段156位,BCF 3位,BAF 9位,总长度168位
(2) 512×68=84×2⁶=10752B
∴总容量为86016位,即10752字节",data/csbench/student_images/CO_6/ANS_CO_396.png
CO_6,ANS_CO_422,P2,possible_teacher_over_score,12.0,three_way_core_score,4.92,7.08,7.08,5.0,5.08,5.0,absolute_disagreement|within_question_outlier,2.0,False,20.0,8.3,8.3,4.92,4.92,BND,1.6997,high,0.0,1.0,0.2,a3wa_changed_score_materially,,,,"(1)第一组:4bit
第2组:4bit
第3组:5bit
第4组:3bit .
4+4+5+3=16 bit .
因为支持8种转移,
所以BCF要4bit
(512)₁₀=2⁹
∴BAF要9位
总长度16+4+9=29 bit
控制字段 16位 BCF 4位 BAF 9位 总长度29位 .
(2) 总容量2⁹×29=14848位
=1856字节.",data/csbench/student_images/CO_6/ANS_CO_422.png
CO_6,ANS_CO_391,P2,possible_teacher_under_score,4.0,three_way_core_score,10.0,-6.0,6.0,5.0,-8.0,5.0,absolute_disagreement|within_question_outlier,2.0,False,20.0,10.0,10.0,10.0,10.0,BND,2.8284,high,0.2,1.0,0.5,rubric_mapping_risk|unstable_model_judgements,,,,"解（1）根据题意：
2⁸=256>180，而2⁷=128<180. 8×2=16 16+1=17. 由于做地址和指令存储器能寻512条的指令且512=2⁹. 则有. 
BCF 需要 3位. 
BAF 需要 9位. 目有
16+3+9=28(位) 即每条做指令长度为28位. 
(2) 28+9=37. 
故控制存储器总容量为2³⁷位. 其2³⁷/8=2³⁶个字节.",data/csbench/student_images/CO_6/ANS_CO_391.png
CO_6,ANS_CO_442,P2,possible_teacher_over_score,6.0,three_way_core_score,0.0,6.0,6.0,5.0,4.0,5.0,absolute_disagreement,2.0,False,20.0,0.0,0.0,0.0,0.0,NEG,0.0,low,1.0,0.0,1.0,extraction_risk|rubric_mapping_risk,,,,"(1)控制字段需153位,BCF需要3位,BAF需9位
每条微指令的总长度为165位
(2)控制存储器总容量为84,480位(即10560字节)",data/csbench/student_images/CO_6/ANS_CO_442.png
